nodo,pais_asistencia,mes,estado,servicios,expedientes
Sin Nodo,Puerto Rico,2023-12,CANCELADA,6914,5789
Sin Nodo,Puerto Rico,2023-12,CONCLUIDA,22458,19719
Sin Nodo,Puerto Rico,2024-01,CANCELADA,432,79
Sin Nodo,Puerto Rico,2024-01,CONCLUIDA,166,37
Sin Nodo,Puerto Rico,2024-02,CANCELADA,320,67
Sin Nodo,Puerto Rico,2024-02,CONCLUIDA,113,42
Sin Nodo,Puerto Rico,2024-03,CANCELADA,416,85
Sin Nodo,Puerto Rico,2024-03,CONCLUIDA,95,31
Sin Nodo,Puerto Rico,2024-04,CANCELADA,358,126
Sin Nodo,Puerto Rico,2024-04,CONCLUIDA,249,69
Sin Nodo,Puerto Rico,2024-04,PROCESO,1,1
Sin Nodo,Puerto Rico,2024-05,CANCELADA,182,42
Sin Nodo,Puerto Rico,2024-05,CONCLUIDA,102,22
Sin Nodo,Puerto Rico,2024-06,CANCELADA,162,32
Sin Nodo,Puerto Rico,2024-06,CONCLUIDA,84,23
Sin Nodo,Puerto Rico,2024-07,CANCELADA,509,71
Sin Nodo,Puerto Rico,2024-07,CONCLUIDA,223,54
Sin Nodo,Puerto Rico,2024-08,CANCELADA,266,44
Sin Nodo,Puerto Rico,2024-08,CONCLUIDA,138,30
Sin Nodo,Puerto Rico,2024-09,CANCELADA,455,89
Sin Nodo,Puerto Rico,2024-09,CONCLUIDA,1664,63
Sin Nodo,Puerto Rico,2024-10,CANCELADA,379,73
Sin Nodo,Puerto Rico,2024-10,CONCLUIDA,421,44
Sin Nodo,Puerto Rico,2024-11,CANCELADA,186,47
Sin Nodo,Puerto Rico,2024-11,CONCLUIDA,49,20
Sin Nodo,Puerto Rico,2024-12,CANCELADA,68,12
Sin Nodo,Puerto Rico,2024-12,CONCLUIDA,5,4
Sin Nodo,Puerto Rico,2025-01,CANCELADA,174,41
Sin Nodo,Puerto Rico,2025-01,CONCLUIDA,40,24
Sin Nodo,Puerto Rico,2025-02,CANCELADA,61,14
Sin Nodo,Puerto Rico,2025-02,CONCLUIDA,29,9
Sin Nodo,Puerto Rico,2025-03,CANCELADA,45,9
Sin Nodo,Puerto Rico,2025-03,CONCLUIDA,4,3
Sin Nodo,Puerto Rico,2025-04,CANCELADA,202,29
Sin Nodo,Puerto Rico,2025-04,CONCLUIDA,26,8
Sin Nodo,Puerto Rico,2025-05,CANCELADA,19,9
Sin Nodo,Puerto Rico,2025-05,CONCLUIDA,12,5
Sin Nodo,Puerto Rico,2025-06,CANCELADA,37,7
Sin Nodo,Puerto Rico,2025-06,CONCLUIDA,11,5
Sin Nodo,Puerto Rico,2025-07,CANCELADA,7,4
Sin Nodo,Puerto Rico,2025-07,CONCLUIDA,1,1
Sin Nodo,Puerto Rico,2025-08,CANCELADA,3,2
Sin Nodo,Puerto Rico,2025-09,CANCELADA,11438,8166
Sin Nodo,Puerto Rico,2025-09,CONCLUIDA,46932,38546
Sin Nodo,Puerto Rico,2025-09,PROCESO,973,224
Sin Nodo,Puerto Rico,2025-10,CANCELADA,8597,6821
Sin Nodo,Puerto Rico,2025-10,CONCLUIDA,30416,26277
Sin Nodo,Puerto Rico,2025-10,PROCESO,13082,9157
Sin Nodo,Uruguay,2023-12,CANCELADA,4,1
Sin Nodo,Uruguay,2025-09,CONCLUIDA,1,1
